category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0150102	1.00000000000383	0.859133942806487	0	3	negative regulation of monocyte activation	BP	1	1
GO:0036403	1.00000000000384	0.941295519196636	0	2	arachidonate 8(S)-lipoxygenase activity	MF	1	1
GO:0050883	1.00000000000385	0.951766089764196	0	2	musculoskeletal movement, spinal reflex action	BP	1	1
GO:1903259	1.00000000000386	0.980515801347603	0	1	exon-exon junction complex disassembly	BP	1	1
GO:0004133	1.00000000000386	0.949115300746444	0	1	glycogen debranching enzyme activity	MF	1	1
GO:0004134	1.00000000000386	0.949115300746444	0	1	4-alpha-glucanotransferase activity	MF	1	1
GO:0004135	1.00000000000386	0.949115300746444	0	1	amylo-alpha-1,6-glucosidase activity	MF	1	1
GO:0043033	1.00000000000386	0.949115300746444	0	1	isoamylase complex	CC	1	1
GO:0102500	1.00000000000386	0.949115300746444	0	1	beta-maltose 4-alpha-glucanotransferase activity	MF	1	1
GO:0004741	1.00000000000387	0.904705667646556	0	2	[pyruvate dehydrogenase (lipoamide)] phosphatase activity	MF	1	1
GO:0042138	1.00000000000388	0.771249108524456	0	7	meiotic DNA double-strand break formation	BP	1	1
GO:1902309	1.00000000000389	0.87341644112516	0	3	negative regulation of peptidyl-serine dephosphorylation	BP	1	1
GO:0034414	1.0000000000039	0.915886255342993	0	2	tRNA 3'-trailer cleavage, endonucleolytic	BP	1	1
GO:0042781	1.0000000000039	0.915886255342993	0	2	3'-tRNA processing endoribonuclease activity	MF	1	1
GO:0035844	1.00000000000393	0.859891958853957	0	4	cloaca development	BP	1	1
GO:0060591	1.00000000000395	0.836784369194465	0	5	chondroblast differentiation	BP	1	1
GO:0019784	1.00000000000396	0.798216741957724	0	6	deNEDDylase activity	MF	1	1
GO:0051466	1.00000000000396	0.977121587374037	0	1	positive regulation of corticotropin-releasing hormone secretion	BP	1	1
GO:0015226	1.00000000000397	0.824806988244445	0	5	carnitine transmembrane transporter activity	MF	1	1
GO:1904273	1.00000000000398	0.860400602980704	0	3	L-alanine import across plasma membrane	BP	1	1
GO:0017159	1.00000000000399	0.944394882537257	0	2	pantetheine hydrolase activity	MF	1	1
GO:0120253	1.00000000000399	0.905071243096233	0	3	hydrocarbon catabolic process	BP	1	1
GO:0047453	1.00000000000401	0.974484234846302	0	1	ATP-dependent NAD(P)H-hydrate dehydratase activity	MF	1	1
GO:0106301	1.00000000000401	0.974484234846302	0	1	arachidonic acid 5,6-epoxygenase activity	MF	1	1
GO:0110051	1.00000000000401	0.974484234846302	0	1	metabolite repair	BP	1	1
GO:0001147	1.00000000000402	0.919948663105575	0	2	transcription termination site sequence-specific DNA binding	MF	1	1
GO:0014806	1.00000000000402	0.934592106433454	0	2	smooth muscle hyperplasia	BP	1	1
GO:0016649	1.00000000000403	0.840208178807876	0	4	oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor	MF	1	1
GO:1902618	1.00000000000404	0.900068921322804	0	2	cellular response to fluoride	BP	1	1
GO:1904796	1.00000000000406	0.772072170331975	0	7	regulation of core promoter binding	BP	1	1
GO:0060748	1.0000000000041	0.862341095686895	0	3	tertiary branching involved in mammary gland duct morphogenesis	BP	1	1
GO:0005171	1.00000000000412	0.953258026610099	0	2	hepatocyte growth factor receptor binding	MF	1	1
GO:0102033	1.00000000000412	0.767469433663771	0	7	long-chain fatty acid omega-hydroxylase activity	MF	1	1
GO:0009450	1.00000000000412	0.900813856767612	0	2	gamma-aminobutyric acid catabolic process	BP	1	1
GO:0032430	1.00000000000414	0.869679838275295	0	5	positive regulation of phospholipase A2 activity	BP	1	1
GO:2000328	1.00000000000415	0.814784323330793	0	7	regulation of T-helper 17 cell lineage commitment	BP	1	1
GO:0038060	1.00000000000415	0.912042347658237	0	3	nitric oxide-cGMP-mediated signaling pathway	BP	1	1
GO:0140545	1.00000000000415	0.830786767066256	0	5	ATP-dependent protein disaggregase activity	MF	1	1
GO:2000632	1.00000000000417	0.906819983940092	0	3	negative regulation of pre-miRNA processing	BP	1	1
GO:0031335	1.00000000000418	0.9191663368281	0	2	regulation of sulfur amino acid metabolic process	BP	1	1
GO:1902225	1.00000000000419	0.991067007722125	0	1	negative regulation of acrosome reaction	BP	1	1
GO:0000702	1.00000000000421	0.84339801629331	0	4	oxidized base lesion DNA N-glycosylase activity	MF	1	1
GO:0004766	1.00000000000421	0.985355836634794	0	1	spermidine synthase activity	MF	1	1
GO:0017172	1.00000000000421	0.985355836634794	0	1	cysteine dioxygenase activity	MF	1	1
GO:1990784	1.00000000000421	0.90773082319224	0	2	response to dsDNA	BP	1	1
GO:1990786	1.00000000000421	0.90773082319224	0	2	cellular response to dsDNA	BP	1	1
GO:0062063	1.00000000000421	0.854086386262969	0	3	BBSome binding	MF	1	1
GO:0004157	1.00000000000423	0.965490404680159	0	1	dihydropyrimidinase activity	MF	1	1
GO:0034190	1.00000000000423	0.80558698840643	0	6	apolipoprotein receptor binding	MF	1	1
GO:0033316	1.00000000000425	0.958718750610602	0	1	meiotic spindle assembly checkpoint signaling	BP	1	1
GO:1903096	1.00000000000425	0.958718750610602	0	1	protein localization to meiotic spindle midzone	BP	1	1
GO:1905359	1.00000000000425	0.958718750610602	0	1	protein localization to meiotic spindle	BP	1	1
GO:0036245	1.00000000000425	0.906593320620005	0	2	cellular response to menadione	BP	1	1
GO:0048677	1.00000000000425	0.856372000757797	0	3	axon extension involved in regeneration	BP	1	1
GO:0048682	1.00000000000425	0.856372000757797	0	3	sprouting of injured axon	BP	1	1
GO:0016715	1.00000000000426	0.84080232164454	0	5	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	MF	1	1
GO:0032461	1.00000000000426	0.942923623064746	0	2	positive regulation of protein oligomerization	BP	1	1
GO:0045634	1.00000000000427	0.733840628454728	0	6	regulation of melanocyte differentiation	BP	1	1
GO:0031257	1.00000000000429	0.961368710338374	0	1	cell trailing edge membrane	CC	1	1
GO:0031259	1.00000000000429	0.961368710338374	0	1	uropod membrane	CC	1	1
GO:0038123	1.00000000000429	0.961368710338374	0	1	toll-like receptor TLR1:TLR2 signaling pathway	BP	1	1
GO:0031883	1.00000000000429	0.97151712964942	0	1	taste receptor binding	MF	1	1
GO:2001144	1.00000000000431	0.957151184614322	0	1	regulation of phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity	BP	1	1
GO:2001145	1.00000000000431	0.957151184614322	0	1	negative regulation of phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity	BP	1	1
GO:0061184	1.00000000000431	0.915176270292471	0	3	positive regulation of dermatome development	BP	1	1
GO:1901252	1.00000000000434	0.921337307873569	0	3	regulation of intracellular transport of viral material	BP	1	1
GO:1903433	1.00000000000434	0.908598202406344	0	2	regulation of constitutive secretory pathway	BP	1	1
GO:0033503	1.00000000000435	0.829395216247183	0	5	HULC complex	CC	1	1
GO:0060168	1.00000000000435	0.889104205055686	0	3	positive regulation of adenosine receptor signaling pathway	BP	1	1
GO:0047685	1.00000000000436	0.964139722967426	0	2	amine sulfotransferase activity	MF	1	1
GO:0098989	1.00000000000436	0.964139722967426	0	2	NMDA selective glutamate receptor signaling pathway	BP	1	1
GO:0008043	1.00000000000437	0.977688398045465	0	2	intracellular ferritin complex	CC	1	1
GO:0070288	1.00000000000437	0.977688398045465	0	2	ferritin complex	CC	1	1
GO:0045142	1.00000000000439	0.903720601716947	0	2	triplex DNA binding	MF	1	1
GO:0002254	1.00000000000439	0.883607573286982	0	3	kinin cascade	BP	1	1
GO:0002353	1.00000000000439	0.883607573286982	0	3	plasma kallikrein-kinin cascade	BP	1	1
GO:1905225	1.0000000000044	0.91606297324933	0	2	response to thyrotropin-releasing hormone	BP	1	1
GO:1904409	1.0000000000044	0.955354917124422	0	1	regulation of secretory granule organization	BP	1	1
GO:1904411	1.0000000000044	0.955354917124422	0	1	positive regulation of secretory granule organization	BP	1	1
GO:0006601	1.00000000000442	0.930273403089634	0	2	creatine biosynthetic process	BP	1	1
GO:0071866	1.00000000000444	0.861158484431306	0	4	negative regulation of apoptotic process in bone marrow cell	BP	1	1
GO:0036399	1.00000000000445	0.955768457635894	0	1	TCR signalosome assembly	BP	1	1
GO:0001692	1.00000000000446	0.838696162724192	0	6	histamine metabolic process	BP	1	1
GO:0052803	1.00000000000446	0.838696162724192	0	6	imidazole-containing compound metabolic process	BP	1	1
GO:0008545	1.00000000000448	0.910220733792263	0	2	JUN kinase kinase activity	MF	1	1
GO:0097598	1.00000000000449	0.913909485853749	0	3	sperm cytoplasmic droplet	CC	1	1
GO:0060903	1.00000000000449	0.925550385878833	0	2	positive regulation of meiosis I	BP	1	1
GO:0045870	1.0000000000045	0.902305325897224	0	2	positive regulation of single stranded viral RNA replication via double stranded DNA intermediate	BP	1	1
GO:0061198	1.0000000000045	0.867531674066614	0	3	fungiform papilla formation	BP	1	1
GO:0086101	1.00000000000453	0.89759395934864	0	3	endothelin receptor signaling pathway involved in heart process	BP	1	1
GO:0110135	1.00000000000454	0.891047967370264	0	3	Norrin signaling pathway	BP	1	1
GO:0060638	1.00000000000455	0.723814589719982	0	7	mesenchymal-epithelial cell signaling	BP	1	1
GO:0000425	1.00000000000457	0.916519982801039	0	2	pexophagy	BP	1	1
GO:0051344	1.00000000000459	0.794384120125936	0	6	negative regulation of cyclic-nucleotide phosphodiesterase activity	BP	1	1
GO:0060266	1.00000000000461	0.885964226043028	0	5	negative regulation of respiratory burst involved in inflammatory response	BP	1	1
GO:0072545	1.00000000000462	0.964269918829149	0	2	tyrosine binding	MF	1	1
GO:1990044	1.00000000000464	0.839607632603033	0	4	protein localization to lipid droplet	BP	1	1
GO:0050178	1.00000000000465	0.946529271311684	0	3	phenylpyruvate tautomerase activity	MF	1	1
GO:0006543	1.00000000000466	0.875479739229531	0	3	glutamine catabolic process	BP	1	1
GO:0072185	1.00000000000468	0.908498270117943	0	2	metanephric cap development	BP	1	1
GO:0072186	1.00000000000468	0.908498270117943	0	2	metanephric cap morphogenesis	BP	1	1
GO:0090094	1.00000000000468	0.908498270117943	0	2	metanephric cap mesenchymal cell proliferation involved in metanephros development	BP	1	1
GO:0004967	1.00000000000469	0.880117781426714	0	3	glucagon receptor activity	MF	1	1
GO:0004571	1.00000000000469	0.725178507701728	0	7	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	MF	1	1
GO:0033185	1.00000000000471	0.924532363493257	0	3	dolichol-phosphate-mannose synthase complex	CC	1	1
GO:0004479	1.00000000000472	0.969477045648412	0	1	methionyl-tRNA formyltransferase activity	MF	1	1
GO:0019988	1.00000000000472	0.969477045648412	0	1	charged-tRNA amino acid modification	BP	1	1
GO:0071951	1.00000000000472	0.969477045648412	0	1	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	BP	1	1
GO:0090164	1.00000000000472	0.926833573971047	0	2	asymmetric Golgi ribbon formation	BP	1	1
GO:2001301	1.00000000000472	0.892908152117659	0	4	lipoxin biosynthetic process	BP	1	1
GO:0060268	1.00000000000473	0.840472238723237	0	6	negative regulation of respiratory burst	BP	1	1
GO:1900113	1.00000000000474	0.779611878532439	0	6	negative regulation of histone H3-K9 trimethylation	BP	1	1
GO:0000961	1.00000000000474	0.927958073124598	0	2	negative regulation of mitochondrial RNA catabolic process	BP	1	1
GO:0016561	1.00000000000477	0.944827657800693	0	2	protein import into peroxisome matrix, translocation	BP	1	1
GO:1904855	1.00000000000479	0.979218779341789	0	1	proteasome regulatory particle binding	MF	1	1
GO:0021686	1.00000000000482	0.98759664071551	0	1	cerebellar granular layer maturation	BP	1	1
GO:0021933	1.00000000000482	0.98759664071551	0	1	radial glia guided migration of cerebellar granule cell	BP	1	1
GO:0001591	1.00000000000484	0.924409042063832	0	3	dopamine neurotransmitter receptor activity, coupled via Gi/Go	MF	1	1
GO:0042488	1.00000000000485	0.918812366932973	0	2	positive regulation of odontogenesis of dentin-containing tooth	BP	1	1
GO:0071036	1.00000000000486	0.917811958803409	0	2	nuclear polyadenylation-dependent snoRNA catabolic process	BP	1	1
GO:0071037	1.00000000000486	0.917811958803409	0	2	nuclear polyadenylation-dependent snRNA catabolic process	BP	1	1
GO:0071039	1.00000000000486	0.917811958803409	0	2	nuclear polyadenylation-dependent CUT catabolic process	BP	1	1
GO:1902617	1.00000000000489	0.821957843373439	0	5	response to fluoride	BP	1	1
GO:0032407	1.0000000000049	0.724749828263443	0	7	MutSalpha complex binding	MF	1	1
GO:0071275	1.00000000000495	0.95106124932626	0	1	cellular response to aluminum ion	BP	1	1
GO:1905672	1.00000000000495	0.95106124932626	0	1	negative regulation of lysosome organization	BP	1	1
GO:1903949	1.00000000000496	0.950724303582041	0	1	positive regulation of atrial cardiac muscle cell action potential	BP	1	1
GO:1904199	1.00000000000496	0.950724303582041	0	1	positive regulation of regulation of vascular associated smooth muscle cell membrane depolarization	BP	1	1
GO:1990736	1.00000000000496	0.950724303582041	0	1	regulation of vascular associated smooth muscle cell membrane depolarization	BP	1	1
GO:1901301	1.00000000000496	0.923513947915593	0	2	regulation of cargo loading into COPII-coated vesicle	BP	1	1
GO:2001151	1.00000000000496	0.955096133523341	0	1	regulation of renal water transport	BP	1	1
GO:2001153	1.00000000000496	0.955096133523341	0	1	positive regulation of renal water transport	BP	1	1
GO:0044866	1.00000000000497	0.97838143541924	0	2	modulation by host of viral exo-alpha-sialidase activity	BP	1	1
GO:0044867	1.00000000000497	0.97838143541924	0	2	modulation by host of viral catalytic activity	BP	1	1
GO:0044869	1.00000000000497	0.97838143541924	0	2	negative regulation by host of viral exo-alpha-sialidase activity	BP	1	1
GO:0044870	1.00000000000497	0.97838143541924	0	2	modulation by host of viral glycoprotein metabolic process	BP	1	1
GO:0044871	1.00000000000497	0.97838143541924	0	2	negative regulation by host of viral glycoprotein metabolic process	BP	1	1
GO:1903016	1.00000000000497	0.97838143541924	0	2	negative regulation of exo-alpha-sialidase activity	BP	1	1
GO:0017045	1.00000000000497	0.99023688003954	0	1	corticotropin-releasing hormone activity	MF	1	1
GO:0070699	1.00000000000498	0.858216491343417	0	3	type II activin receptor binding	MF	1	1
GO:0008626	1.00000000000498	0.948735044427255	0	1	granzyme-mediated apoptotic signaling pathway	BP	1	1
GO:0070852	1.00000000000498	0.737958757711041	0	7	cell body fiber	CC	1	1
GO:0060064	1.00000000000499	0.954088131241583	0	1	Spemann organizer formation at the anterior end of the primitive streak	BP	1	1
GO:1905474	1.00000000000499	0.954088131241583	0	1	canonical Wnt signaling pathway involved in stem cell proliferation	BP	1	1
GO:1902104	1.00000000000499	0.974462362262565	0	1	positive regulation of metaphase/anaphase transition of meiotic cell cycle	BP	1	1
GO:1905134	1.00000000000499	0.974462362262565	0	1	positive regulation of meiotic chromosome separation	BP	1	1
GO:1905186	1.00000000000499	0.974462362262565	0	1	regulation of metaphase/anaphase transition of meiosis I	BP	1	1
GO:1905188	1.00000000000499	0.974462362262565	0	1	positive regulation of metaphase/anaphase transition of meiosis I	BP	1	1
GO:1990949	1.00000000000499	0.974462362262565	0	1	metaphase/anaphase transition of meiosis I	BP	1	1
GO:1901676	1.00000000000502	0.964909716845054	0	1	positive regulation of histone H3-K27 acetylation	BP	1	1
GO:0033595	1.00000000000504	0.944024504042931	0	2	response to genistein	BP	1	1
GO:0090536	1.00000000000504	0.949121635993542	0	1	NoRC complex	CC	1	1
GO:0090381	1.00000000000506	0.884309418820174	0	5	regulation of heart induction	BP	1	1
GO:0100012	1.00000000000506	0.884309418820174	0	5	regulation of heart induction by canonical Wnt signaling pathway	BP	1	1
GO:0022028	1.00000000000507	0.762655252685595	0	6	tangential migration from the subventricular zone to the olfactory bulb	BP	1	1
GO:0060164	1.00000000000507	0.931152162178965	0	3	regulation of timing of neuron differentiation	BP	1	1
GO:0071062	1.00000000000508	0.889294630319279	0	3	alphav-beta3 integrin-vitronectin complex	CC	1	1
GO:0097642	1.00000000000508	0.859811236316161	0	6	calcitonin family receptor activity	MF	1	1
GO:0034739	1.0000000000051	0.839171209768905	0	4	histone deacetylase activity (H4-K16 specific)	MF	1	1
GO:0106091	1.0000000000051	0.89786405009738	0	3	glial cell projection elongation	BP	1	1
GO:0072093	1.00000000000512	0.819740483425219	0	4	metanephric renal vesicle formation	BP	1	1
GO:1904999	1.00000000000513	0.952417413626157	0	3	positive regulation of leukocyte adhesion to arterial endothelial cell	BP	1	1
GO:1901625	1.00000000000514	0.983150998267489	0	1	cellular response to ergosterol	BP	1	1
GO:1901148	1.00000000000515	0.965108996585296	0	1	gene expression involved in extracellular matrix organization	BP	1	1
GO:0002128	1.00000000000515	0.975586120610777	0	1	tRNA nucleoside ribose methylation	BP	1	1
GO:0009020	1.00000000000515	0.975586120610777	0	1	tRNA (guanosine-2'-O-)-methyltransferase activity	MF	1	1
GO:0052666	1.00000000000515	0.975586120610777	0	1	tRNA (cytosine-2'-O-)-methyltransferase activity	MF	1	1
GO:0051615	1.00000000000515	0.881049138347642	0	3	histamine uptake	BP	1	1
GO:0009414	1.00000000000516	0.748982915410217	0	7	response to water deprivation	BP	1	1
GO:0099163	1.00000000000516	0.867723915612426	0	3	synaptic signaling by nitric oxide	BP	1	1
